Date,Time (GMT),Predicted (m),Preliminary (m),Verified (m)
2019/09/10,03:18,-0.349,-,-0.277
2019/09/10,03:24,-0.369,-,-0.3
2019/09/10,03:30,-0.387,-,-0.315
2019/09/10,03:36,-0.403,-,-0.336
2019/09/10,03:42,-0.418,-,-0.344
2019/09/10,03:48,-0.431,-,-0.346
2019/09/10,03:54,-0.443,-,-0.36
2019/09/10,04:00,-0.452,-,-0.382
2019/09/10,04:06,-0.46,-,-0.396
2019/09/10,04:12,-0.466,-,-0.396
2019/09/10,04:18,-0.47,-,-0.392
2019/09/10,04:24,-0.472,-,-0.388
2019/09/10,04:30,-0.472,-,-0.393
2019/09/10,04:36,-0.47,-,-0.396
2019/09/10,04:42,-0.466,-,-0.396
2019/09/10,04:48,-0.461,-,-0.384
2019/09/10,04:54,-0.454,-,-0.369
2019/09/10,05:00,-0.445,-,-0.362
2019/09/10,05:06,-0.434,-,-0.361
2019/09/10,05:12,-0.422,-,-0.351
2019/09/10,05:18,-0.408,-,-0.353
2019/09/10,05:24,-0.393,-,-0.356
2019/09/10,05:30,-0.377,-,-0.341
2019/09/10,05:36,-0.36,-,-0.316
2019/09/10,05:42,-0.341,-,-0.295
2019/09/10,05:48,-0.322,-,-0.277
2019/09/10,05:54,-0.301,-,-0.252
2019/09/10,06:00,-0.28,-,-0.236
2019/09/10,06:06,-0.258,-,-0.229
2019/09/10,06:12,-0.235,-,-0.214
2019/09/10,06:18,-0.212,-,-0.195
2019/09/10,06:24,-0.188,-,-0.171
2019/09/10,06:30,-0.164,-,-0.15
2019/09/10,06:36,-0.14,-,-0.145
2019/09/10,06:42,-0.115,-,-0.113
2019/09/10,06:48,-0.09,-,-0.093
2019/09/10,06:54,-0.064,-,-0.066
2019/09/10,07:00,-0.039,-,-0.037
2019/09/10,07:06,-0.013,-,-0.01
2019/09/10,07:12,0.013,-,0.015
2019/09/10,07:18,0.039,-,-0.017
2019/09/10,07:24,0.065,-,0.06
2019/09/10,07:30,0.09,-,0.074
2019/09/10,07:36,0.116,-,0.108
2019/09/10,07:42,0.142,-,0.143
2019/09/10,07:48,0.167,-,0.169
2019/09/10,07:54,0.193,-,0.184
2019/09/10,08:00,0.218,-,0.203
2019/09/10,08:06,0.243,-,0.23
2019/09/10,08:12,0.267,-,0.251
2019/09/10,08:18,0.291,-,0.291
2019/09/10,08:24,0.315,-,0.303
2019/09/10,08:30,0.338,-,0.342
2019/09/10,08:36,0.36,-,0.37
2019/09/10,08:42,0.382,-,0.406
2019/09/10,08:48,0.404,-,0.425
2019/09/10,08:54,0.425,-,0.448
2019/09/10,09:00,0.445,-,0.455
2019/09/10,09:06,0.464,-,0.477
2019/09/10,09:12,0.483,-,0.493
2019/09/10,09:18,0.501,-,0.52
2019/09/10,09:24,0.518,-,0.559
2019/09/10,09:30,0.534,-,0.6
2019/09/10,09:36,0.549,-,0.541
2019/09/10,09:42,0.563,-,0.601
2019/09/10,09:48,0.577,-,0.631
2019/09/10,09:54,0.589,-,0.649
2019/09/10,10:00,0.6,-,0.66
2019/09/10,10:06,0.61,-,0.66
2019/09/10,10:12,0.619,-,0.649
2019/09/10,10:18,0.626,-,0.67
2019/09/10,10:24,0.633,-,0.67
2019/09/10,10:30,0.637,-,0.662
2019/09/10,10:36,0.641,-,0.682
2019/09/10,10:42,0.642,-,0.688
2019/09/10,10:48,0.643,-,0.696
2019/09/10,10:54,0.641,-,0.702
2019/09/10,11:00,0.638,-,0.685
2019/09/10,11:06,0.634,-,0.682
2019/09/10,11:12,0.627,-,0.667
2019/09/10,11:18,0.619,-,0.668
2019/09/10,11:24,0.609,-,0.672
2019/09/10,11:30,0.597,-,0.665
2019/09/10,11:36,0.584,-,0.652
2019/09/10,11:42,0.568,-,0.63
2019/09/10,11:48,0.552,-,0.619
2019/09/10,11:54,0.533,-,0.619
2019/09/10,12:00,0.513,-,0.598
2019/09/10,12:06,0.491,-,0.573
2019/09/10,12:12,0.468,-,0.549
2019/09/10,12:18,0.443,-,0.524
2019/09/10,12:24,0.418,-,0.514
2019/09/10,12:30,0.391,-,0.491
2019/09/10,12:36,0.363,-,0.448
2019/09/10,12:42,0.335,-,0.409
2019/09/10,12:48,0.306,-,0.38
2019/09/10,12:54,0.276,-,0.358
2019/09/10,13:00,0.245,-,0.322
2019/09/10,13:06,0.215,-,0.272
2019/09/10,13:12,0.184,-,0.234
2019/09/10,13:18,0.153,-,0.206
2019/09/10,13:24,0.122,-,0.178
2019/09/10,13:30,0.091,-,0.144
2019/09/10,13:36,0.06,-,0.105
2019/09/10,13:42,0.03,-,0.069
2019/09/10,13:48,0,-,0.03
2019/09/10,13:54,-0.029,-,-0.008
2019/09/10,14:00,-0.059,-,-0.034
2019/09/10,14:06,-0.087,-,-0.059
2019/09/10,14:12,-0.115,-,-0.09
2019/09/10,14:18,-0.142,-,-0.117
2019/09/10,14:24,-0.169,-,-0.141
2019/09/10,14:30,-0.195,-,-0.166
2019/09/10,14:36,-0.22,-,-0.197
2019/09/10,14:42,-0.245,-,-0.218
2019/09/10,14:48,-0.269,-,-0.238
2019/09/10,14:54,-0.292,-,-0.265
2019/09/10,15:00,-0.314,-,-0.282
2019/09/10,15:06,-0.335,-,-0.295
2019/09/10,15:12,-0.355,-,-0.313
2019/09/10,15:18,-0.374,-,-0.331
2019/09/10,15:24,-0.392,-,-0.358
2019/09/10,15:30,-0.408,-,-0.375
2019/09/10,15:36,-0.424,-,-0.38
2019/09/10,15:42,-0.438,-,-0.39
2019/09/10,15:48,-0.451,-,-0.403
2019/09/10,15:54,-0.462,-,-0.411
2019/09/10,16:00,-0.472,-,-0.416
2019/09/10,16:06,-0.481,-,-0.424
2019/09/10,16:12,-0.487,-,-0.436
2019/09/10,16:18,-0.492,-,-0.45
2019/09/10,16:24,-0.496,-,-0.45
2019/09/10,16:30,-0.497,-,-0.456
2019/09/10,16:36,-0.497,-,-0.45
2019/09/10,16:42,-0.495,-,-0.447
2019/09/10,16:48,-0.491,-,-0.453
2019/09/10,16:54,-0.485,-,-0.446
2019/09/10,17:00,-0.478,-,-0.438
2019/09/10,17:06,-0.469,-,-0.43
2019/09/10,17:12,-0.458,-,-0.413
2019/09/10,17:18,-0.446,-,-0.403
2019/09/10,17:24,-0.432,-,-0.39
2019/09/10,17:30,-0.416,-,-0.367
2019/09/10,17:36,-0.4,-,-0.351
2019/09/10,17:42,-0.381,-,-0.347
2019/09/10,17:48,-0.362,-,-0.332
2019/09/10,17:54,-0.342,-,-0.303
2019/09/10,18:00,-0.32,-,-0.281
2019/09/10,18:06,-0.298,-,-0.241
2019/09/10,18:12,-0.275,-,-0.237
2019/09/10,18:18,-0.251,-,-0.202
2019/09/10,18:24,-0.226,-,-0.175
2019/09/10,18:30,-0.201,-,-0.161
2019/09/10,18:36,-0.175,-,-0.135
2019/09/10,18:42,-0.148,-,-0.103
2019/09/10,18:48,-0.122,-,-0.084
2019/09/10,18:54,-0.095,-,-0.052
2019/09/10,19:00,-0.067,-,-0.039
2019/09/10,19:06,-0.039,-,-0.018
2019/09/10,19:12,-0.012,-,0.023
2019/09/10,19:18,0.017,-,0.06
2019/09/10,19:24,0.045,-,0.085
2019/09/10,19:30,0.073,-,0.111
2019/09/10,19:36,0.101,-,0.135
2019/09/10,19:42,0.13,-,0.169
2019/09/10,19:48,0.158,-,0.205
2019/09/10,19:54,0.187,-,0.234
2019/09/10,20:00,0.215,-,0.273
2019/09/10,20:06,0.244,-,0.306
2019/09/10,20:12,0.272,-,0.278
2019/09/10,20:18,0.3,-,0.35
2019/09/10,20:24,0.328,-,0.373
2019/09/10,20:30,0.355,-,0.413
2019/09/10,20:36,0.382,-,0.441
2019/09/10,20:42,0.409,-,0.469
2019/09/10,20:48,0.436,-,0.484
2019/09/10,20:54,0.462,-,0.517
2019/09/10,21:00,0.488,-,0.538
2019/09/10,21:06,0.513,-,0.551
2019/09/10,21:12,0.538,-,0.567
2019/09/10,21:18,0.562,-,0.587
2019/09/10,21:24,0.586,-,0.601
2019/09/10,21:30,0.608,-,0.645
2019/09/10,21:36,0.631,-,0.684
2019/09/10,21:42,0.652,-,0.688
2019/09/10,21:48,0.673,-,0.706
2019/09/10,21:54,0.692,-,0.719
2019/09/10,22:00,0.711,-,0.743
2019/09/10,22:06,0.729,-,0.769
2019/09/10,22:12,0.746,-,0.782
2019/09/10,22:18,0.762,-,0.798
2019/09/10,22:24,0.777,-,0.807
2019/09/10,22:30,0.79,-,0.82
2019/09/10,22:36,0.803,-,0.827
2019/09/10,22:42,0.814,-,0.84
2019/09/10,22:48,0.823,-,0.858
2019/09/10,22:54,0.831,-,0.869
2019/09/10,23:00,0.838,-,0.875
2019/09/10,23:06,0.843,-,0.867
2019/09/10,23:12,0.846,-,0.868
2019/09/10,23:18,0.848,-,0.879
2019/09/10,23:24,0.848,-,0.894
2019/09/10,23:30,0.846,-,0.889
2019/09/10,23:36,0.842,-,0.878
2019/09/10,23:42,0.836,-,0.883
2019/09/10,23:48,0.828,-,0.861
2019/09/10,23:54,0.818,-,0.894
2019/09/11,00:00,0.806,-,0.86
2019/09/11,00:06,0.792,-,0.847
2019/09/11,00:12,0.776,-,0.831
2019/09/11,00:18,0.758,-,0.831
2019/09/11,00:24,0.739,-,0.82
2019/09/11,00:30,0.717,-,0.807
2019/09/11,00:36,0.694,-,0.787
2019/09/11,00:42,0.669,-,0.774
2019/09/11,00:48,0.643,-,0.757
2019/09/11,00:54,0.616,-,0.743
2019/09/11,01:00,0.587,-,0.716
2019/09/11,01:06,0.556,-,0.678
2019/09/11,01:12,0.525,-,0.645
2019/09/11,01:18,0.493,-,0.617
2019/09/11,01:24,0.46,-,0.591
2019/09/11,01:30,0.427,-,0.558
2019/09/11,01:36,0.393,-,0.515
2019/09/11,01:42,0.358,-,0.483
2019/09/11,01:48,0.324,-,0.447
2019/09/11,01:54,0.289,-,0.417
2019/09/11,02:00,0.254,-,0.377
2019/09/11,02:06,0.219,-,0.324
2019/09/11,02:12,0.184,-,0.305
2019/09/11,02:18,0.15,-,0.249
2019/09/11,02:24,0.115,-,0.21
2019/09/11,02:30,0.081,-,0.174
2019/09/11,02:36,0.048,-,0.134
2019/09/11,02:42,0.014,-,0.093
2019/09/11,02:48,-0.018,-,0.058
2019/09/11,02:54,-0.05,-,0.016
2019/09/11,03:00,-0.082,-,-0.021
2019/09/11,03:06,-0.113,-,-0.045
2019/09/11,03:12,-0.143,-,-0.072
2019/09/11,03:18,-0.173,-,-0.104
2019/09/11,03:24,-0.202,-,-0.146
2019/09/11,03:30,-0.229,-,-0.188
2019/09/11,03:36,-0.256,-,-0.214
2019/09/11,03:42,-0.282,-,-0.236
2019/09/11,03:48,-0.307,-,-0.259
2019/09/11,03:54,-0.331,-,-0.28
2019/09/11,04:00,-0.353,-,-0.303
2019/09/11,04:06,-0.374,-,-0.324
2019/09/11,04:12,-0.394,-,-0.349
2019/09/11,04:18,-0.412,-,-0.373
2019/09/11,04:24,-0.428,-,-0.385
2019/09/11,04:30,-0.443,-,-0.397
2019/09/11,04:36,-0.456,-,-0.406
2019/09/11,04:42,-0.467,-,-0.42
2019/09/11,04:48,-0.477,-,-0.435
2019/09/11,04:54,-0.484,-,-0.441
2019/09/11,05:00,-0.49,-,-0.435
2019/09/11,05:06,-0.493,-,-0.425
2019/09/11,05:12,-0.495,-,-0.433
2019/09/11,05:18,-0.494,-,-0.441
2019/09/11,05:24,-0.492,-,-0.449
2019/09/11,05:30,-0.488,-,-0.453
2019/09/11,05:36,-0.482,-,-0.454
2019/09/11,05:42,-0.474,-,-0.439
2019/09/11,05:48,-0.464,-,-0.423
2019/09/11,05:54,-0.452,-,-0.398
2019/09/11,06:00,-0.439,-,-0.386
2019/09/11,06:06,-0.425,-,-0.388
2019/09/11,06:12,-0.409,-,-0.386
2019/09/11,06:18,-0.391,-,-0.373
2019/09/11,06:24,-0.373,-,-0.356
2019/09/11,06:30,-0.353,-,-0.332
2019/09/11,06:36,-0.332,-,-0.312
2019/09/11,06:42,-0.311,-,-0.301
2019/09/11,06:48,-0.288,-,-0.275
2019/09/11,06:54,-0.265,-,-0.245
2019/09/11,07:00,-0.241,-,-0.222
2019/09/11,07:06,-0.216,-,-0.202
2019/09/11,07:12,-0.191,-,-0.183
2019/09/11,07:18,-0.165,-,-0.164
2019/09/11,07:24,-0.139,-,-0.14
2019/09/11,07:30,-0.113,-,-0.113
2019/09/11,07:36,-0.086,-,-0.077
2019/09/11,07:42,-0.059,-,-0.074
2019/09/11,07:48,-0.032,-,-0.038
2019/09/11,07:54,-0.005,-,-0.018
2019/09/11,08:00,0.023,-,0.017
2019/09/11,08:06,0.05,-,0.058
2019/09/11,08:12,0.078,-,0.096
2019/09/11,08:18,0.105,-,0.117
2019/09/11,08:24,0.132,-,0.146
2019/09/11,08:30,0.16,-,0.167
2019/09/11,08:36,0.187,-,0.194
2019/09/11,08:42,0.213,-,0.208
2019/09/11,08:48,0.24,-,0.244
2019/09/11,08:54,0.266,-,0.273
2019/09/11,09:00,0.292,-,0.311
2019/09/11,09:06,0.317,-,0.345
2019/09/11,09:12,0.342,-,0.369
2019/09/11,09:18,0.367,-,0.396
2019/09/11,09:24,0.39,-,0.415
2019/09/11,09:30,0.413,-,0.437
2019/09/11,09:36,0.436,-,0.452
2019/09/11,09:42,0.458,-,0.476
2019/09/11,09:48,0.479,-,0.509
2019/09/11,09:54,0.499,-,0.541
2019/09/11,10:00,0.518,-,0.571
2019/09/11,10:06,0.537,-,0.558
2019/09/11,10:12,0.555,-,0.59
2019/09/11,10:18,0.571,-,0.612
2019/09/11,10:24,0.587,-,0.622
2019/09/11,10:30,0.602,-,0.633
2019/09/11,10:36,0.615,-,0.648
2019/09/11,10:42,0.628,-,0.659
2019/09/11,10:48,0.639,-,0.676
2019/09/11,10:54,0.649,-,0.683
2019/09/11,11:00,0.658,-,0.69
2019/09/11,11:06,0.665,-,0.705
2019/09/11,11:12,0.671,-,0.715
2019/09/11,11:18,0.675,-,0.727
2019/09/11,11:24,0.678,-,0.728
2019/09/11,11:30,0.68,-,0.73
2019/09/11,11:36,0.68,-,0.734
2019/09/11,11:42,0.678,-,0.729
2019/09/11,11:48,0.674,-,0.737
2019/09/11,11:54,0.669,-,0.733
2019/09/11,12:00,0.662,-,0.736
2019/09/11,12:06,0.653,-,0.738
2019/09/11,12:12,0.642,-,0.727
2019/09/11,12:18,0.629,-,0.712
2019/09/11,12:24,0.615,-,0.703
2019/09/11,12:30,0.598,-,0.706
2019/09/11,12:36,0.58,-,0.675
2019/09/11,12:42,0.561,-,0.657
2019/09/11,12:48,0.539,-,0.604
2019/09/11,12:54,0.516,-,0.637
2019/09/11,13:00,0.492,-,0.637
2019/09/11,13:06,0.466,-,0.586
2019/09/11,13:12,0.439,-,0.616
2019/09/11,13:18,0.411,-,0.565
2019/09/11,13:24,0.382,-,0.525
2019/09/11,13:30,0.352,-,0.488
2019/09/11,13:36,0.321,-,0.476
2019/09/11,13:42,0.29,-,0.44
2019/09/11,13:48,0.258,-,0.407
2019/09/11,13:54,0.226,-,0.365
2019/09/11,14:00,0.193,-,0.326
2019/09/11,14:06,0.161,-,0.291
2019/09/11,14:12,0.128,-,0.255
2019/09/11,14:18,0.096,-,0.232
2019/09/11,14:24,0.064,-,0.191
2019/09/11,14:30,0.032,-,0.147
2019/09/11,14:36,0,-,0.119
2019/09/11,14:42,-0.031,-,0.074
2019/09/11,14:48,-0.061,-,0.052
2019/09/11,14:54,-0.091,-,-0.013
2019/09/11,15:00,-0.12,-,-0.05
2019/09/11,15:06,-0.148,-,-0.073
2019/09/11,15:12,-0.176,-,-0.099
2019/09/11,15:18,-0.203,-,-0.137
2019/09/11,15:24,-0.229,-,-0.172
2019/09/11,15:30,-0.255,-,-0.201
2019/09/11,15:36,-0.279,-,-0.225
2019/09/11,15:42,-0.303,-,-0.251
2019/09/11,15:48,-0.326,-,-0.292
2019/09/11,15:54,-0.347,-,-0.316
2019/09/11,16:00,-0.368,-,-0.336
2019/09/11,16:06,-0.387,-,-0.354
2019/09/11,16:12,-0.406,-,-0.37
2019/09/11,16:18,-0.423,-,-0.392
2019/09/11,16:24,-0.439,-,-0.415
2019/09/11,16:30,-0.453,-,-0.432
2019/09/11,16:36,-0.466,-,-0.426
2019/09/11,16:42,-0.478,-,-0.424
2019/09/11,16:48,-0.488,-,-0.429
2019/09/11,16:54,-0.496,-,-0.446
2019/09/11,17:00,-0.503,-,-0.454
2019/09/11,17:06,-0.508,-,-0.453
2019/09/11,17:12,-0.511,-,-0.444
2019/09/11,17:18,-0.512,-,-0.439
2019/09/11,17:24,-0.512,-,-0.433
2019/09/11,17:30,-0.51,-,-0.431
2019/09/11,17:36,-0.505,-,-0.427
2019/09/11,17:42,-0.499,-,-0.412
2019/09/11,17:48,-0.492,-,-0.398
2019/09/11,17:54,-0.482,-,-0.386
2019/09/11,18:00,-0.471,-,-0.373
2019/09/11,18:06,-0.458,-,-0.367
2019/09/11,18:12,-0.443,-,-0.356
2019/09/11,18:18,-0.427,-,-0.342
2019/09/11,18:24,-0.409,-,-0.314
2019/09/11,18:30,-0.39,-,-0.28
2019/09/11,18:36,-0.37,-,-0.257
2019/09/11,18:42,-0.349,-,-0.238
2019/09/11,18:48,-0.326,-,-0.222
2019/09/11,18:54,-0.302,-,-0.207
2019/09/11,19:00,-0.278,-,-0.187
2019/09/11,19:06,-0.253,-,-0.15
2019/09/11,19:12,-0.227,-,-0.117
2019/09/11,19:18,-0.2,-,-0.089
2019/09/11,19:24,-0.173,-,-0.073
2019/09/11,19:30,-0.145,-,-0.025
2019/09/11,19:36,-0.117,-,0.004
2019/09/11,19:42,-0.088,-,0.026
2019/09/11,19:48,-0.06,-,0.042
2019/09/11,19:54,-0.03,-,0.069
2019/09/11,20:00,-0.001,-,0.103
2019/09/11,20:06,0.028,-,0.136
2019/09/11,20:12,0.058,-,0.172
2019/09/11,20:18,0.088,-,0.202
2019/09/11,20:24,0.118,-,0.231
2019/09/11,20:30,0.147,-,0.26
2019/09/11,20:36,0.177,-,0.289
2019/09/11,20:42,0.207,-,0.314
2019/09/11,20:48,0.237,-,0.344
2019/09/11,20:54,0.266,-,0.371
2019/09/11,21:00,0.295,-,0.396
2019/09/11,21:06,0.324,-,0.424
2019/09/11,21:12,0.353,-,0.457
2019/09/11,21:18,0.382,-,0.489
2019/09/11,21:24,0.41,-,0.52
2019/09/11,21:30,0.438,-,0.549
2019/09/11,21:36,0.465,-,0.583
2019/09/11,21:42,0.492,-,0.58
2019/09/11,21:48,0.518,-,0.613
2019/09/11,21:54,0.544,-,0.62
2019/09/11,22:00,0.569,-,0.658
2019/09/11,22:06,0.593,-,0.681
2019/09/11,22:12,0.617,-,0.723
2019/09/11,22:18,0.64,-,0.725
2019/09/11,22:24,0.662,-,0.768
2019/09/11,22:30,0.683,-,0.761
2019/09/11,22:36,0.703,-,0.789
2019/09/11,22:42,0.723,-,0.811
2019/09/11,22:48,0.741,-,0.835
2019/09/11,22:54,0.758,-,0.857
2019/09/11,23:00,0.775,-,0.878
2019/09/11,23:06,0.79,-,0.894
2019/09/11,23:12,0.803,-,0.906
2019/09/11,23:18,0.816,-,0.919
2019/09/11,23:24,0.827,-,0.928
2019/09/11,23:30,0.837,-,0.942
2019/09/11,23:36,0.845,-,0.944
2019/09/11,23:42,0.852,-,0.961
2019/09/11,23:48,0.857,-,0.973
2019/09/11,23:54,0.861,-,0.991
2019/09/12,00:00,0.862,-,1.003
2019/09/12,00:06,0.862,-,0.984
2019/09/12,00:12,0.86,-,0.967
2019/09/12,00:18,0.856,-,0.962
2019/09/12,00:24,0.851,-,0.969
2019/09/12,00:30,0.843,-,0.977
2019/09/12,00:36,0.833,-,0.971
2019/09/12,00:42,0.821,-,0.956
2019/09/12,00:48,0.807,-,0.938
2019/09/12,00:54,0.791,-,0.925
2019/09/12,01:00,0.773,-,0.917
2019/09/12,01:06,0.754,-,0.908
2019/09/12,01:12,0.732,-,0.89
2019/09/12,01:18,0.708,-,0.869
2019/09/12,01:24,0.683,-,0.856
2019/09/12,01:30,0.656,-,0.842
2019/09/12,01:36,0.628,-,0.818
2019/09/12,01:42,0.598,-,0.783
2019/09/12,01:48,0.567,-,0.747
2019/09/12,01:54,0.535,-,0.716
2019/09/12,02:00,0.501,-,0.693
2019/09/12,02:06,0.467,-,0.664
2019/09/12,02:12,0.433,-,0.62
2019/09/12,02:18,0.397,-,0.584
2019/09/12,02:24,0.361,-,0.555
2019/09/12,02:30,0.325,-,0.52
2019/09/12,02:36,0.289,-,0.475
2019/09/12,02:42,0.252,-,0.424
2019/09/12,02:48,0.216,-,0.393
2019/09/12,02:54,0.179,-,0.36
2019/09/12,03:00,0.143,-,0.322
2019/09/12,03:06,0.107,-,0.282
2019/09/12,03:12,0.072,-,0.238
2019/09/12,03:18,0.037,-,0.202
2019/09/12,03:24,0.002,-,0.178
2019/09/12,03:30,-0.031,-,0.151
2019/09/12,03:36,-0.065,-,0.112
2019/09/12,03:42,-0.097,-,0.08
2019/09/12,03:48,-0.129,-,0.049
2019/09/12,03:54,-0.16,-,0.024
2019/09/12,04:00,-0.191,-,-0.008
2019/09/12,04:06,-0.22,-,-0.043
2019/09/12,04:12,-0.248,-,-0.077
2019/09/12,04:18,-0.276,-,-0.106
2019/09/12,04:24,-0.302,-,-0.125
2019/09/12,04:30,-0.327,-,-0.152
2019/09/12,04:36,-0.351,-,-0.181
2019/09/12,04:42,-0.374,-,-0.207
2019/09/12,04:48,-0.396,-,-0.226
2019/09/12,04:54,-0.416,-,-0.243
2019/09/12,05:00,-0.434,-,-0.272
2019/09/12,05:06,-0.451,-,-0.299
2019/09/12,05:12,-0.466,-,-0.319
2019/09/12,05:18,-0.479,-,-0.325
2019/09/12,05:24,-0.491,-,-0.333
2019/09/12,05:30,-0.501,-,-0.355
2019/09/12,05:36,-0.509,-,-0.375
2019/09/12,05:42,-0.514,-,-0.385
2019/09/12,05:48,-0.518,-,-0.382
2019/09/12,05:54,-0.52,-,-0.372
2019/09/12,06:00,-0.52,-,-0.372
2019/09/12,06:06,-0.517,-,-0.383
2019/09/12,06:12,-0.513,-,-0.391
2019/09/12,06:18,-0.507,-,-0.395
2019/09/12,06:24,-0.499,-,-0.384
2019/09/12,06:30,-0.489,-,-0.377
2019/09/12,06:36,-0.477,-,-0.372
2019/09/12,06:42,-0.463,-,-0.362
2019/09/12,06:48,-0.448,-,-0.349
2019/09/12,06:54,-0.431,-,-0.336
2019/09/12,07:00,-0.413,-,-0.313
2019/09/12,07:06,-0.394,-,-0.297
2019/09/12,07:12,-0.373,-,-0.282
2019/09/12,07:18,-0.351,-,-0.265
2019/09/12,07:24,-0.328,-,-0.244
2019/09/12,07:30,-0.304,-,-0.215
2019/09/12,07:36,-0.279,-,-0.2
2019/09/12,07:42,-0.253,-,-0.135
2019/09/12,07:48,-0.227,-,-0.201
2019/09/12,07:54,-0.2,-,-0.068
2019/09/12,08:00,-0.172,-,-0.054
2019/09/12,08:06,-0.144,-,-0.027
2019/09/12,08:12,-0.116,-,-0.011
2019/09/12,08:18,-0.088,-,0.02
2019/09/12,08:24,-0.059,-,0.057
2019/09/12,08:30,-0.03,-,0.086
2019/09/12,08:36,-0.001,-,0.119
2019/09/12,08:42,0.028,-,0.136
2019/09/12,08:48,0.058,-,0.175
2019/09/12,08:54,0.087,-,0.201
2019/09/12,09:00,0.116,-,0.246
2019/09/12,09:06,0.145,-,0.274
2019/09/12,09:12,0.174,-,0.305
2019/09/12,09:18,0.202,-,0.327
2019/09/12,09:24,0.231,-,0.347
2019/09/12,09:30,0.259,-,0.39
2019/09/12,09:36,0.286,-,0.418
2019/09/12,09:42,0.313,-,0.442
2019/09/12,09:48,0.34,-,0.46
2019/09/12,09:54,0.366,-,0.482
2019/09/12,10:00,0.392,-,0.515
2019/09/12,10:06,0.417,-,0.552
2019/09/12,10:12,0.441,-,0.587
2019/09/12,10:18,0.465,-,0.599
2019/09/12,10:24,0.488,-,0.612
2019/09/12,10:30,0.51,-,0.632
2019/09/12,10:36,0.531,-,0.658
2019/09/12,10:42,0.551,-,0.671
2019/09/12,10:48,0.57,-,0.68
2019/09/12,10:54,0.588,-,0.697
2019/09/12,11:00,0.606,-,0.72
2019/09/12,11:06,0.622,-,0.74
2019/09/12,11:12,0.637,-,0.759
2019/09/12,11:18,0.651,-,0.767
2019/09/12,11:24,0.664,-,0.768
2019/09/12,11:30,0.675,-,0.798
2019/09/12,11:36,0.686,-,0.809
2019/09/12,11:42,0.695,-,0.815
2019/09/12,11:48,0.702,-,0.822
2019/09/12,11:54,0.708,-,0.825
2019/09/12,12:00,0.713,-,0.835
2019/09/12,12:06,0.716,-,0.842
2019/09/12,12:12,0.718,-,0.842
2019/09/12,12:18,0.718,-,0.83
2019/09/12,12:24,0.716,-,0.856
2019/09/12,12:30,0.712,-,0.856
2019/09/12,12:36,0.707,-,0.861
2019/09/12,12:42,0.7,-,0.827
2019/09/12,12:48,0.691,-,0.841
2019/09/12,12:54,0.68,-,0.843
2019/09/12,13:00,0.668,-,0.832
2019/09/12,13:06,0.653,-,0.825
2019/09/12,13:12,0.637,-,0.821
2019/09/12,13:18,0.619,-,0.813
2019/09/12,13:24,0.599,-,0.811
2019/09/12,13:30,0.577,-,0.737
2019/09/12,13:36,0.553,-,0.745
2019/09/12,13:42,0.528,-,0.739
2019/09/12,13:48,0.502,-,0.728
2019/09/12,13:54,0.474,-,0.708
2019/09/12,14:00,0.445,-,0.673
2019/09/12,14:06,0.415,-,0.622
2019/09/12,14:12,0.384,-,0.596
2019/09/12,14:18,0.351,-,0.578
2019/09/12,14:24,0.319,-,0.553
2019/09/12,14:30,0.285,-,0.509
2019/09/12,14:36,0.251,-,0.471
2019/09/12,14:42,0.217,-,0.429
2019/09/12,14:48,0.183,-,0.394
2019/09/12,14:54,0.148,-,0.363
2019/09/12,15:00,0.114,-,0.335
2019/09/12,15:06,0.08,-,0.275
2019/09/12,15:12,0.046,-,0.23
2019/09/12,15:18,0.013,-,0.172
2019/09/12,15:24,-0.02,-,0.134
2019/09/12,15:30,-0.052,-,0.101
2019/09/12,15:36,-0.084,-,0.061
2019/09/12,15:42,-0.115,-,0.033
2019/09/12,15:48,-0.145,-,0.005
2019/09/12,15:54,-0.174,-,-0.033
2019/09/12,16:00,-0.203,-,-0.064
2019/09/12,16:06,-0.231,-,-0.1
2019/09/12,16:12,-0.257,-,-0.132
2019/09/12,16:18,-0.283,-,-0.166
2019/09/12,16:24,-0.308,-,-0.196
2019/09/12,16:30,-0.331,-,-0.216
2019/09/12,16:36,-0.354,-,-0.237
2019/09/12,16:42,-0.375,-,-0.25
2019/09/12,16:48,-0.396,-,-0.275
2019/09/12,16:54,-0.415,-,-0.295
2019/09/12,17:00,-0.433,-,-0.306
2019/09/12,17:06,-0.449,-,-0.323
2019/09/12,17:12,-0.464,-,-0.345
2019/09/12,17:18,-0.478,-,-0.375
2019/09/12,17:24,-0.49,-,-0.385
2019/09/12,17:30,-0.501,-,-0.388
2019/09/12,17:36,-0.509,-,-0.397
2019/09/12,17:42,-0.517,-,-0.404
2019/09/12,17:48,-0.522,-,-0.415
2019/09/12,17:54,-0.526,-,-0.421
2019/09/12,18:00,-0.528,-,-0.42
2019/09/12,18:06,-0.528,-,-0.42
2019/09/12,18:12,-0.526,-,-0.422
2019/09/12,18:18,-0.522,-,-0.423
2019/09/12,18:24,-0.516,-,-0.423
2019/09/12,18:30,-0.509,-,-0.42
2019/09/12,18:36,-0.499,-,-0.41
2019/09/12,18:42,-0.488,-,-0.396
2019/09/12,18:48,-0.475,-,-0.382
2019/09/12,18:54,-0.46,-,-0.364
2019/09/12,19:00,-0.444,-,-0.344
