Date,Time (GMT),Predicted (m),Preliminary (m),Verified (m)
2019/08/24,14:00,-0.527,-,-0.544
2019/08/24,14:06,-0.513,-,-0.533
2019/08/24,14:12,-0.499,-,-0.503
2019/08/24,14:18,-0.483,-,-0.474
2019/08/24,14:24,-0.466,-,-0.45
2019/08/24,14:30,-0.447,-,-0.446
2019/08/24,14:36,-0.427,-,-0.444
2019/08/24,14:42,-0.406,-,-0.421
2019/08/24,14:48,-0.383,-,-0.382
2019/08/24,14:54,-0.359,-,-0.355
2019/08/24,15:00,-0.334,-,-0.331
2019/08/24,15:06,-0.308,-,-0.303
2019/08/24,15:12,-0.28,-,-0.258
2019/08/24,15:18,-0.252,-,-0.224
2019/08/24,15:24,-0.223,-,-0.211
2019/08/24,15:30,-0.193,-,-0.2
2019/08/24,15:36,-0.163,-,-0.163
2019/08/24,15:42,-0.132,-,-0.12
2019/08/24,15:48,-0.1,-,-0.082
2019/08/24,15:54,-0.068,-,-0.064
2019/08/24,16:00,-0.036,-,-0.042
2019/08/24,16:06,-0.004,-,-0.009
2019/08/24,16:12,0.028,-,0.026
2019/08/24,16:18,0.06,-,0.056
2019/08/24,16:24,0.092,-,0.075
2019/08/24,16:30,0.123,-,0.094
2019/08/24,16:36,0.154,-,0.122
2019/08/24,16:42,0.185,-,0.161
2019/08/24,16:48,0.215,-,0.191
2019/08/24,16:54,0.245,-,0.217
2019/08/24,17:00,0.273,-,0.238
2019/08/24,17:06,0.302,-,0.272
2019/08/24,17:12,0.329,-,0.31
2019/08/24,17:18,0.356,-,0.33
2019/08/24,17:24,0.381,-,0.35
2019/08/24,17:30,0.406,-,0.369
2019/08/24,17:36,0.43,-,0.399
2019/08/24,17:42,0.454,-,0.429
2019/08/24,17:48,0.476,-,0.444
2019/08/24,17:54,0.497,-,0.453
2019/08/24,18:00,0.518,-,0.463
2019/08/24,18:06,0.537,-,0.489
2019/08/24,18:12,0.556,-,0.513
2019/08/24,18:18,0.573,-,0.534
2019/08/24,18:24,0.589,-,0.557
2019/08/24,18:30,0.605,-,0.577
2019/08/24,18:36,0.619,-,0.593
2019/08/24,18:42,0.632,-,0.617
2019/08/24,18:48,0.645,-,0.638
2019/08/24,18:54,0.656,-,0.655
2019/08/24,19:00,0.666,-,0.687
2019/08/24,19:06,0.674,-,0.679
2019/08/24,19:12,0.682,-,0.683
2019/08/24,19:18,0.689,-,0.696
2019/08/24,19:24,0.694,-,0.704
2019/08/24,19:30,0.699,-,0.705
2019/08/24,19:36,0.702,-,0.714
2019/08/24,19:42,0.704,-,0.725
2019/08/24,19:48,0.705,-,0.733
2019/08/24,19:54,0.705,-,0.747
2019/08/24,20:00,0.703,-,0.743
2019/08/24,20:06,0.701,-,0.739
2019/08/24,20:12,0.697,-,0.731
2019/08/24,20:18,0.693,-,0.732
2019/08/24,20:24,0.687,-,0.747
2019/08/24,20:30,0.68,-,0.737
2019/08/24,20:36,0.672,-,0.68
2019/08/24,20:42,0.663,-,0.702
2019/08/24,20:48,0.652,-,0.686
2019/08/24,20:54,0.64,-,0.684
2019/08/24,21:00,0.628,-,0.671
2019/08/24,21:06,0.614,-,0.66
2019/08/24,21:12,0.598,-,0.648
2019/08/24,21:18,0.582,-,0.638
2019/08/24,21:24,0.564,-,0.614
2019/08/24,21:30,0.545,-,0.534
2019/08/24,21:36,0.525,-,0.55
2019/08/24,21:42,0.504,-,0.531
2019/08/24,21:48,0.481,-,0.513
2019/08/24,21:54,0.457,-,0.494
2019/08/24,22:00,0.432,-,0.469
2019/08/24,22:06,0.406,-,0.432
2019/08/24,22:12,0.379,-,0.391
2019/08/24,22:18,0.351,-,0.373
2019/08/24,22:24,0.322,-,0.34
2019/08/24,22:30,0.292,-,0.296
2019/08/24,22:36,0.262,-,0.27
2019/08/24,22:42,0.231,-,0.254
2019/08/24,22:48,0.199,-,0.209
2019/08/24,22:54,0.168,-,0.181
2019/08/24,23:00,0.136,-,0.133
2019/08/24,23:06,0.103,-,0.11
2019/08/24,23:12,0.071,-,0.097
2019/08/24,23:18,0.04,-,0.075
2019/08/24,23:24,0.008,-,0.04
2019/08/24,23:30,-0.023,-,-0.005
2019/08/24,23:36,-0.053,-,-0.049
2019/08/24,23:42,-0.083,-,-0.078
2019/08/24,23:48,-0.111,-,-0.092
2019/08/24,23:54,-0.139,-,-0.111
2019/08/25,00:00,-0.166,-,-0.124
2019/08/25,00:06,-0.192,-,-0.157
2019/08/25,00:12,-0.216,-,-0.196
2019/08/25,00:18,-0.239,-,-0.227
2019/08/25,00:24,-0.261,-,-0.248
2019/08/25,00:30,-0.282,-,-0.265
2019/08/25,00:36,-0.302,-,-0.29
2019/08/25,00:42,-0.32,-,-0.318
2019/08/25,00:48,-0.336,-,-0.331
2019/08/25,00:54,-0.352,-,-0.33
2019/08/25,01:00,-0.366,-,-0.333
2019/08/25,01:06,-0.379,-,-0.354
2019/08/25,01:12,-0.39,-,-0.379
2019/08/25,01:18,-0.401,-,-0.391
2019/08/25,01:24,-0.41,-,-0.394
2019/08/25,01:30,-0.417,-,-0.406
2019/08/25,01:36,-0.424,-,-0.417
2019/08/25,01:42,-0.429,-,-0.418
2019/08/25,01:48,-0.433,-,-0.403
2019/08/25,01:54,-0.436,-,-0.401
2019/08/25,02:00,-0.437,-,-0.418
2019/08/25,02:06,-0.438,-,-0.424
2019/08/25,02:12,-0.437,-,-0.401
2019/08/25,02:18,-0.434,-,-0.377
2019/08/25,02:24,-0.431,-,-0.366
2019/08/25,02:30,-0.426,-,-0.369
2019/08/25,02:36,-0.42,-,-0.367
2019/08/25,02:42,-0.412,-,-0.353
2019/08/25,02:48,-0.403,-,-0.334
2019/08/25,02:54,-0.393,-,-0.324
2019/08/25,03:00,-0.381,-,-0.314
2019/08/25,03:06,-0.368,-,-0.304
2019/08/25,03:12,-0.354,-,-0.285
2019/08/25,03:18,-0.338,-,-0.263
2019/08/25,03:24,-0.321,-,-0.262
2019/08/25,03:30,-0.303,-,-0.251
2019/08/25,03:36,-0.284,-,-0.229
2019/08/25,03:42,-0.264,-,-0.195
2019/08/25,03:48,-0.243,-,-0.168
2019/08/25,03:54,-0.222,-,-0.159
2019/08/25,04:00,-0.199,-,-0.154
2019/08/25,04:06,-0.176,-,-0.131
2019/08/25,04:12,-0.152,-,-0.1
2019/08/25,04:18,-0.127,-,-0.068
2019/08/25,04:24,-0.103,-,-0.038
2019/08/25,04:30,-0.078,-,-0.013
2019/08/25,04:36,-0.053,-,0.005
2019/08/25,04:42,-0.028,-,0.022
2019/08/25,04:48,-0.002,-,0.044
2019/08/25,04:54,0.023,-,0.072
2019/08/25,05:00,0.047,-,0.1
2019/08/25,05:06,0.072,-,0.12
2019/08/25,05:12,0.096,-,0.134
2019/08/25,05:18,0.12,-,0.163
2019/08/25,05:24,0.143,-,0.196
2019/08/25,05:30,0.166,-,0.221
2019/08/25,05:36,0.189,-,0.244
2019/08/25,05:42,0.21,-,0.26
2019/08/25,05:48,0.232,-,0.28
2019/08/25,05:54,0.252,-,0.305
2019/08/25,06:00,0.272,-,0.327
2019/08/25,06:06,0.291,-,0.357
2019/08/25,06:12,0.31,-,0.38
2019/08/25,06:18,0.327,-,0.399
2019/08/25,06:24,0.344,-,0.414
2019/08/25,06:30,0.361,-,0.428
2019/08/25,06:36,0.376,-,0.446
2019/08/25,06:42,0.391,-,0.467
2019/08/25,06:48,0.405,-,0.474
2019/08/25,06:54,0.418,-,0.481
2019/08/25,07:00,0.43,-,0.491
2019/08/25,07:06,0.441,-,0.5
2019/08/25,07:12,0.451,-,0.512
2019/08/25,07:18,0.461,-,0.526
2019/08/25,07:24,0.469,-,0.542
2019/08/25,07:30,0.477,-,0.552
2019/08/25,07:36,0.483,-,0.551
2019/08/25,07:42,0.489,-,0.556
2019/08/25,07:48,0.494,-,0.582
2019/08/25,07:54,0.497,-,0.561
2019/08/25,08:00,0.5,-,0.583
2019/08/25,08:06,0.501,-,0.598
2019/08/25,08:12,0.501,-,0.601
2019/08/25,08:18,0.501,-,0.597
2019/08/25,08:24,0.499,-,0.601
2019/08/25,08:30,0.496,-,0.599
2019/08/25,08:36,0.492,-,0.586
2019/08/25,08:42,0.487,-,0.574
2019/08/25,08:48,0.481,-,0.564
2019/08/25,08:54,0.473,-,0.56
2019/08/25,09:00,0.465,-,0.555
2019/08/25,09:06,0.455,-,0.557
2019/08/25,09:12,0.445,-,0.556
2019/08/25,09:18,0.433,-,0.544
2019/08/25,09:24,0.419,-,0.538
2019/08/25,09:30,0.405,-,0.524
2019/08/25,09:36,0.389,-,0.512
2019/08/25,09:42,0.372,-,0.485
2019/08/25,09:48,0.354,-,0.462
2019/08/25,09:54,0.335,-,0.436
2019/08/25,10:00,0.314,-,0.409
2019/08/25,10:06,0.292,-,0.385
2019/08/25,10:12,0.268,-,0.363
2019/08/25,10:18,0.244,-,0.335
2019/08/25,10:24,0.218,-,0.316
2019/08/25,10:30,0.191,-,0.292
2019/08/25,10:36,0.163,-,0.248
2019/08/25,10:42,0.134,-,0.206
2019/08/25,10:48,0.105,-,0.186
2019/08/25,10:54,0.074,-,0.157
2019/08/25,11:00,0.043,-,0.113
2019/08/25,11:06,0.011,-,0.07
2019/08/25,11:12,-0.022,-,0.041
2019/08/25,11:18,-0.054,-,0.019
2019/08/25,11:24,-0.087,-,-0.012
2019/08/25,11:30,-0.12,-,-0.041
2019/08/25,11:36,-0.153,-,-0.07
2019/08/25,11:42,-0.186,-,-0.099
2019/08/25,11:48,-0.218,-,-0.123
2019/08/25,11:54,-0.249,-,-0.15
2019/08/25,12:00,-0.28,-,-0.189
2019/08/25,12:06,-0.31,-,-0.225
2019/08/25,12:12,-0.339,-,-0.249
2019/08/25,12:18,-0.367,-,-0.268
2019/08/25,12:24,-0.393,-,-0.292
2019/08/25,12:30,-0.419,-,-0.326
2019/08/25,12:36,-0.443,-,-0.352
2019/08/25,12:42,-0.465,-,-0.355
2019/08/25,12:48,-0.486,-,-0.364
2019/08/25,12:54,-0.506,-,-0.378
2019/08/25,13:00,-0.524,-,-0.401
2019/08/25,13:06,-0.54,-,-0.423
2019/08/25,13:12,-0.555,-,-0.437
2019/08/25,13:18,-0.568,-,-0.448
2019/08/25,13:24,-0.579,-,-0.448
2019/08/25,13:30,-0.589,-,-0.449
2019/08/25,13:36,-0.598,-,-0.451
2019/08/25,13:42,-0.604,-,-0.457
2019/08/25,13:48,-0.61,-,-0.443
2019/08/25,13:54,-0.613,-,-0.436
2019/08/25,14:00,-0.615,-,-0.433
2019/08/25,14:06,-0.616,-,-0.437
2019/08/25,14:12,-0.615,-,-0.436
2019/08/25,14:18,-0.612,-,-0.424
2019/08/25,14:24,-0.608,-,-0.412
2019/08/25,14:30,-0.603,-,-0.404
2019/08/25,14:36,-0.596,-,-0.388
2019/08/25,14:42,-0.587,-,-0.363
2019/08/25,14:48,-0.577,-,-0.338
2019/08/25,14:54,-0.565,-,-0.319
2019/08/25,15:00,-0.551,-,-0.299
2019/08/25,15:06,-0.537,-,-0.276
2019/08/25,15:12,-0.52,-,-0.247
2019/08/25,15:18,-0.502,-,-0.222
2019/08/25,15:24,-0.483,-,-0.209
2019/08/25,15:30,-0.462,-,-0.189
2019/08/25,15:36,-0.439,-,-0.169
2019/08/25,15:42,-0.415,-,-0.15
2019/08/25,15:48,-0.39,-,-0.127
2019/08/25,15:54,-0.364,-,-0.098
2019/08/25,16:00,-0.336,-,-0.078
2019/08/25,16:06,-0.307,-,-0.047
2019/08/25,16:12,-0.277,-,-0.007
2019/08/25,16:18,-0.247,-,0.035
2019/08/25,16:24,-0.215,-,0.058
2019/08/25,16:30,-0.183,-,0.075
2019/08/25,16:36,-0.151,-,0.102
2019/08/25,16:42,-0.117,-,0.139
2019/08/25,16:48,-0.084,-,0.176
2019/08/25,16:54,-0.05,-,0.206
2019/08/25,17:00,-0.016,-,0.244
2019/08/25,17:06,0.017,-,0.277
2019/08/25,17:12,0.051,-,0.297
2019/08/25,17:18,0.085,-,0.32
2019/08/25,17:24,0.118,-,0.348
2019/08/25,17:30,0.151,-,0.376
2019/08/25,17:36,0.183,-,0.395
2019/08/25,17:42,0.215,-,0.421
2019/08/25,17:48,0.246,-,0.452
2019/08/25,17:54,0.277,-,0.485
2019/08/25,18:00,0.306,-,0.515
2019/08/25,18:06,0.336,-,0.541
2019/08/25,18:12,0.364,-,0.568
2019/08/25,18:18,0.392,-,0.588
2019/08/25,18:24,0.418,-,0.618
2019/08/25,18:30,0.444,-,0.641
2019/08/25,18:36,0.47,-,0.664
2019/08/25,18:42,0.494,-,0.693
2019/08/25,18:48,0.517,-,0.722
2019/08/25,18:54,0.54,-,0.742
2019/08/25,19:00,0.561,-,0.749
2019/08/25,19:06,0.581,-,0.776
2019/08/25,19:12,0.601,-,0.795
2019/08/25,19:18,0.62,-,0.802
2019/08/25,19:24,0.637,-,0.827
2019/08/25,19:30,0.654,-,0.86
2019/08/25,19:36,0.669,-,0.874
2019/08/25,19:42,0.683,-,0.881
2019/08/25,19:48,0.697,-,0.898
2019/08/25,19:54,0.709,-,0.91
2019/08/25,20:00,0.72,-,0.924
2019/08/25,20:06,0.73,-,0.902
2019/08/25,20:12,0.739,-,0.935
2019/08/25,20:18,0.747,-,0.945
2019/08/25,20:24,0.753,-,0.936
2019/08/25,20:30,0.759,-,0.927
2019/08/25,20:36,0.763,-,0.936
2019/08/25,20:42,0.766,-,0.941
2019/08/25,20:48,0.768,-,0.948
2019/08/25,20:54,0.768,-,0.953
2019/08/25,21:00,0.768,-,0.956
2019/08/25,21:06,0.766,-,0.965
2019/08/25,21:12,0.763,-,0.946
2019/08/25,21:18,0.758,-,0.872
2019/08/25,21:24,0.753,-,0.927
2019/08/25,21:30,0.746,-,0.911
2019/08/25,21:36,0.738,-,0.905
2019/08/25,21:42,0.728,-,0.904
2019/08/25,21:48,0.717,-,0.909
2019/08/25,21:54,0.705,-,0.865
2019/08/25,22:00,0.691,-,0.859
2019/08/25,22:06,0.676,-,0.838
2019/08/25,22:12,0.66,-,0.824
2019/08/25,22:18,0.642,-,0.82
2019/08/25,22:24,0.622,-,0.804
2019/08/25,22:30,0.601,-,0.78
2019/08/25,22:36,0.579,-,0.765
2019/08/25,22:42,0.555,-,0.743
2019/08/25,22:48,0.53,-,0.734
2019/08/25,22:54,0.504,-,0.715
2019/08/25,23:00,0.476,-,0.677
2019/08/25,23:06,0.447,-,0.659
2019/08/25,23:12,0.417,-,0.581
2019/08/25,23:18,0.385,-,0.599
2019/08/25,23:24,0.353,-,0.584
2019/08/25,23:30,0.32,-,0.533
2019/08/25,23:36,0.286,-,0.523
2019/08/25,23:42,0.252,-,0.487
2019/08/25,23:48,0.217,-,0.452
2019/08/25,23:54,0.182,-,0.439
2019/08/26,00:00,0.146,-,0.413
2019/08/26,00:06,0.111,-,0.389
2019/08/26,00:12,0.076,-,0.347
2019/08/26,00:18,0.041,-,0.302
2019/08/26,00:24,0.006,-,0.274
2019/08/26,00:30,-0.028,-,0.241
2019/08/26,00:36,-0.061,-,0.219
2019/08/26,00:42,-0.094,-,0.189
2019/08/26,00:48,-0.125,-,0.152
2019/08/26,00:54,-0.156,-,0.121
2019/08/26,01:00,-0.185,-,0.101
2019/08/26,01:06,-0.213,-,0.092
2019/08/26,01:12,-0.24,-,0.074
2019/08/26,01:18,-0.266,-,0.043
2019/08/26,01:24,-0.29,-,0.033
2019/08/26,01:30,-0.313,-,-0.025
2019/08/26,01:36,-0.335,-,-0.028
2019/08/26,01:42,-0.355,-,-0.048
2019/08/26,01:48,-0.374,-,-0.076
2019/08/26,01:54,-0.391,-,-0.104
2019/08/26,02:00,-0.407,-,-0.124
2019/08/26,02:06,-0.422,-,-0.134
2019/08/26,02:12,-0.435,-,-0.144
2019/08/26,02:18,-0.447,-,-0.166
2019/08/26,02:24,-0.457,-,-0.179
2019/08/26,02:30,-0.467,-,-0.179
2019/08/26,02:36,-0.474,-,-0.191
2019/08/26,02:42,-0.48,-,-0.199
2019/08/26,02:48,-0.485,-,-0.199
2019/08/26,02:54,-0.489,-,-0.199
2019/08/26,03:00,-0.491,-,-0.196
2019/08/26,03:06,-0.491,-,-0.196
2019/08/26,03:12,-0.49,-,-0.194
2019/08/26,03:18,-0.487,-,-0.191
2019/08/26,03:24,-0.483,-,-0.178
2019/08/26,03:30,-0.478,-,-0.161
2019/08/26,03:36,-0.471,-,-0.145
2019/08/26,03:42,-0.462,-,-0.143
2019/08/26,03:48,-0.452,-,-0.14
2019/08/26,03:54,-0.44,-,-0.118
2019/08/26,04:00,-0.427,-,-0.092
2019/08/26,04:06,-0.412,-,-0.067
2019/08/26,04:12,-0.396,-,-0.049
2019/08/26,04:18,-0.379,-,-0.029
2019/08/26,04:24,-0.36,-,-0.01
2019/08/26,04:30,-0.34,-,0.014
2019/08/26,04:36,-0.319,-,0.043
2019/08/26,04:42,-0.297,-,0.068
2019/08/26,04:48,-0.274,-,0.098
2019/08/26,04:54,-0.25,-,0.113
2019/08/26,05:00,-0.226,-,0.129
2019/08/26,05:06,-0.201,-,0.151
2019/08/26,05:12,-0.175,-,0.175
2019/08/26,05:18,-0.149,-,0.196
2019/08/26,05:24,-0.122,-,0.215
2019/08/26,05:30,-0.095,-,0.237
2019/08/26,05:36,-0.069,-,0.257
2019/08/26,05:42,-0.042,-,0.286
2019/08/26,05:48,-0.015,-,0.313
2019/08/26,05:54,0.011,-,0.33
2019/08/26,06:00,0.038,-,0.354
2019/08/26,06:06,0.064,-,0.384
2019/08/26,06:12,0.09,-,0.408
2019/08/26,06:18,0.115,-,0.432
2019/08/26,06:24,0.14,-,0.461
2019/08/26,06:30,0.164,-,0.492
2019/08/26,06:36,0.188,-,0.526
2019/08/26,06:42,0.211,-,0.54
2019/08/26,06:48,0.234,-,0.553
2019/08/26,06:54,0.256,-,0.575
2019/08/26,07:00,0.278,-,0.601
2019/08/26,07:06,0.299,-,0.618
2019/08/26,07:12,0.319,-,0.639
2019/08/26,07:18,0.338,-,0.663
2019/08/26,07:24,0.357,-,0.679
2019/08/26,07:30,0.375,-,0.73
2019/08/26,07:36,0.392,-,0.705
2019/08/26,07:42,0.409,-,0.722
2019/08/26,07:48,0.424,-,0.739
2019/08/26,07:54,0.439,-,0.756
2019/08/26,08:00,0.453,-,0.755
2019/08/26,08:06,0.466,-,0.767
2019/08/26,08:12,0.478,-,0.796
2019/08/26,08:18,0.489,-,0.813
2019/08/26,08:24,0.499,-,0.82
2019/08/26,08:30,0.508,-,0.827
2019/08/26,08:36,0.517,-,0.83
2019/08/26,08:42,0.524,-,0.843
2019/08/26,08:48,0.53,-,0.875
2019/08/26,08:54,0.535,-,0.853
2019/08/26,09:00,0.538,-,0.864
2019/08/26,09:06,0.541,-,0.868
2019/08/26,09:12,0.543,-,0.876
2019/08/26,09:18,0.543,-,0.884
2019/08/26,09:24,0.542,-,0.875
2019/08/26,09:30,0.54,-,0.869
2019/08/26,09:36,0.537,-,0.852
2019/08/26,09:42,0.532,-,0.85
2019/08/26,09:48,0.527,-,0.855
2019/08/26,09:54,0.519,-,0.817
2019/08/26,10:00,0.511,-,0.833
2019/08/26,10:06,0.501,-,0.816
2019/08/26,10:12,0.49,-,0.817
2019/08/26,10:18,0.478,-,0.802
2019/08/26,10:24,0.464,-,0.776
2019/08/26,10:30,0.448,-,0.76
2019/08/26,10:36,0.431,-,0.728
2019/08/26,10:42,0.413,-,0.703
2019/08/26,10:48,0.393,-,0.686
2019/08/26,10:54,0.371,-,0.662
2019/08/26,11:00,0.349,-,0.634
2019/08/26,11:06,0.324,-,0.603
2019/08/26,11:12,0.298,-,0.59
2019/08/26,11:18,0.271,-,0.541
2019/08/26,11:24,0.243,-,0.519
2019/08/26,11:30,0.213,-,0.488
2019/08/26,11:36,0.182,-,0.455
2019/08/26,11:42,0.15,-,0.417
2019/08/26,11:48,0.117,-,0.387
2019/08/26,11:54,0.083,-,0.345
2019/08/26,12:00,0.048,-,0.322
2019/08/26,12:06,0.013,-,0.287
2019/08/26,12:12,-0.022,-,0.253
2019/08/26,12:18,-0.058,-,0.209
2019/08/26,12:24,-0.094,-,0.167
2019/08/26,12:30,-0.13,-,0.138
2019/08/26,12:36,-0.166,-,0.115
2019/08/26,12:42,-0.201,-,0.083
2019/08/26,12:48,-0.236,-,0.051
2019/08/26,12:54,-0.27,-,0.012
2019/08/26,13:00,-0.303,-,-0.014
2019/08/26,13:06,-0.335,-,-0.036
2019/08/26,13:12,-0.366,-,-0.065
2019/08/26,13:18,-0.396,-,-0.093
2019/08/26,13:24,-0.425,-,-0.121
2019/08/26,13:30,-0.452,-,-0.147
2019/08/26,13:36,-0.478,-,-0.172
2019/08/26,13:42,-0.502,-,-0.196
2019/08/26,13:48,-0.525,-,-0.223
2019/08/26,13:54,-0.546,-,-0.246
2019/08/26,14:00,-0.565,-,-0.262
2019/08/26,14:06,-0.583,-,-0.268
2019/08/26,14:12,-0.599,-,-0.28
2019/08/26,14:18,-0.613,-,-0.299
2019/08/26,14:24,-0.626,-,-0.317
2019/08/26,14:30,-0.637,-,-0.327
2019/08/26,14:36,-0.646,-,-0.335
2019/08/26,14:42,-0.654,-,-0.338
2019/08/26,14:48,-0.66,-,-0.347
2019/08/26,14:54,-0.664,-,-0.353
2019/08/26,15:00,-0.666,-,-0.355
2019/08/26,15:06,-0.667,-,-0.359
2019/08/26,15:12,-0.666,-,-0.378
2019/08/26,15:18,-0.663,-,-0.347
2019/08/26,15:24,-0.659,-,-0.341
2019/08/26,15:30,-0.653,-,-0.338
2019/08/26,15:36,-0.645,-,-0.321
2019/08/26,15:42,-0.635,-,-0.308
2019/08/26,15:48,-0.624,-,-0.296
2019/08/26,15:54,-0.611,-,-0.287
2019/08/26,16:00,-0.596,-,-0.265
2019/08/26,16:06,-0.579,-,-0.253
2019/08/26,16:12,-0.561,-,-0.227
2019/08/26,16:18,-0.541,-,-0.207
2019/08/26,16:24,-0.519,-,-0.187
2019/08/26,16:30,-0.496,-,-0.17
2019/08/26,16:36,-0.471,-,-0.145
2019/08/26,16:42,-0.445,-,-0.117
2019/08/26,16:48,-0.417,-,-0.083
2019/08/26,16:54,-0.388,-,-0.048
2019/08/26,17:00,-0.358,-,-0.013
2019/08/26,17:06,-0.326,-,0.031
2019/08/26,17:12,-0.294,-,0.062
2019/08/26,17:18,-0.261,-,0.095
2019/08/26,17:24,-0.226,-,0.126
2019/08/26,17:30,-0.192,-,0.156
2019/08/26,17:36,-0.157,-,0.19
2019/08/26,17:42,-0.121,-,0.226
2019/08/26,17:48,-0.085,-,0.256
2019/08/26,17:54,-0.049,-,0.29
2019/08/26,18:00,-0.013,-,0.329
2019/08/26,18:06,0.023,-,0.364
2019/08/26,18:12,0.059,-,0.394
2019/08/26,18:18,0.095,-,0.435
2019/08/26,18:24,0.13,-,0.468
2019/08/26,18:30,0.165,-,0.494
2019/08/26,18:36,0.2,-,0.517
2019/08/26,18:42,0.234,-,0.552
2019/08/26,18:48,0.267,-,0.588
2019/08/26,18:54,0.3,-,0.612
2019/08/26,19:00,0.332,-,0.643
2019/08/26,19:06,0.364,-,0.678
2019/08/26,19:12,0.394,-,0.71
2019/08/26,19:18,0.424,-,0.733
2019/08/26,19:24,0.453,-,0.755
2019/08/26,19:30,0.482,-,0.778
2019/08/26,19:36,0.509,-,0.807
2019/08/26,19:42,0.536,-,0.838
2019/08/26,19:48,0.562,-,0.862
2019/08/26,19:54,0.586,-,0.86
2019/08/26,20:00,0.61,-,0.902
2019/08/26,20:06,0.633,-,0.931
2019/08/26,20:12,0.655,-,0.937
2019/08/26,20:18,0.676,-,0.977
2019/08/26,20:24,0.696,-,0.99
2019/08/26,20:30,0.714,-,0.992
2019/08/26,20:36,0.732,-,1.002
2019/08/26,20:42,0.748,-,1.035
2019/08/26,20:48,0.764,-,1.052
2019/08/26,20:54,0.778,-,1.067
2019/08/26,21:00,0.791,-,1.068
2019/08/26,21:06,0.803,-,1.103
2019/08/26,21:12,0.813,-,1.093
2019/08/26,21:18,0.823,-,1.105
2019/08/26,21:24,0.831,-,1.112
2019/08/26,21:30,0.837,-,1.116
2019/08/26,21:36,0.843,-,1.119
2019/08/26,21:42,0.847,-,1.119
2019/08/26,21:48,0.85,-,1.12
2019/08/26,21:54,0.851,-,1.125
2019/08/26,22:00,0.851,-,1.129
2019/08/26,22:06,0.849,-,1.123
2019/08/26,22:12,0.846,-,1.131
2019/08/26,22:18,0.842,-,1.119
2019/08/26,22:24,0.836,-,1.118
2019/08/26,22:30,0.829,-,1.106
2019/08/26,22:36,0.82,-,1.104
2019/08/26,22:42,0.809,-,1.079
2019/08/26,22:48,0.797,-,1.069
2019/08/26,22:54,0.783,-,1.056
2019/08/26,23:00,0.767,-,1.036
2019/08/26,23:06,0.75,-,1.021
2019/08/26,23:12,0.731,-,0.988
2019/08/26,23:18,0.71,-,0.947
2019/08/26,23:24,0.687,-,0.945
2019/08/26,23:30,0.663,-,0.926
2019/08/26,23:36,0.637,-,0.882
2019/08/26,23:42,0.61,-,0.862
2019/08/26,23:48,0.581,-,0.824
2019/08/26,23:54,0.55,-,0.797
2019/08/27,00:00,0.518,-,0.775
2019/08/27,00:06,0.485,-,0.741
2019/08/27,00:12,0.45,-,0.718
2019/08/27,00:18,0.414,-,0.657
2019/08/27,00:24,0.378,-,0.62
